Petilil,Start:4:8:10:13:17:19:22:26:28:31:35:37:40:44:46:
548,Absorb:Growth:Leech Seed:Sleep Powder:Mega Drain:Synthesis:Magical Leaf:Stun Spore:Giga Drain:Aromatherapy:Helping Hand:Energy Ball:Entrainment:Sunny Day:After You:Leaf Storm:Toxic:Hidden Power:Sunny Day:Protect:Safeguard:Frustration:Solar Beam:Return:Double Team:Facade:Rest:Attract:Round:Energy Ball:Flash:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Nature Power:Confide:Cut:Bide:Charm:Endure:Grass Whistle:Healing Wish:Ingrain:Natural Gift:Sweet Scent:Worry Seed:Covet:Heal Bell:Seed Bomb:Snore:
Lilligant,Start:Start:Start:Start:10:28:46:50:
549,Growth:Leech Seed:Mega Drain:Synthesis:Teeter Dance:Quiver Dance:Petal Dance:Petal Blizzard:Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Safeguard:Frustration:Solar Beam:Return:Double Team:Facade:Rest:Attract:Round:Energy Ball:Giga Impact:Flash:Swords Dance:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Nature Power:Confide:Cut:Bide:Charm:Endure:Grass Whistle:Healing Wish:Ingrain:Natural Gift:Sweet Scent:Worry Seed:Absorb:Sleep Powder:Magical Leaf:Stun Spore:Giga Drain:Aromatherapy:Helping Hand:Energy Ball:Entrainment:Sunny Day:After You:Leaf Storm:After You:Covet:Giga Drain:Heal Bell:Helping Hand:Role Play:Seed Bomb:Snore:
Basculin,Start:Start:Start:Start:Start:4:7:10:13:16:20:24:28:32:36:41:46:50:56:
550,Thrash:Flail:Tail Whip:Tackle:Water Gun:Uproar:Headbutt:Bite:Aqua Jet:Chip Away:Take Down:Crunch:Aqua Tail:Soak:Double-Edge:Scary Face:Flail:Final Gambit:Thrash:Toxic:Hail:Hidden Power:Taunt:Ice Beam:Protect:Rain Dance:Frustration:Return:Double Team:Facade:Rest:Attract:Round:Scald:Swagger:Sleep Talk:Substitute:Confide:Cut:Surf:Waterfall:Agility:Brine:Bubble Beam:Mud Shot:Muddy Water:Rage:Revenge:Swift:Whirlpool:Dive:Bounce:Endeavor:Icy Wind:Snore:Superpower:Zen Headbutt:
Sandile,Start:Start:4:7:10:13:16:19:22:25:28:31:34:37:40:43:46:
551,Leer:Rage:Bite:Sand Attack:Torment:Sand Tomb:Assurance:Mud-Slap:Embargo:Swagger:Crunch:Dig:Scary Face:Foul Play:Sandstorm:Earthquake:Thrash:Hone Claws:Roar:Toxic:Hidden Power:Taunt:Protect:Frustration:Earthquake:Return:Dig:Double Team:Sludge Bomb:Sandstorm:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Round:Incinerate:Embargo:Payback:Retaliate:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Snarl:Dark Pulse:Confide:Cut:Beat Up:Counter:Double-Edge:Fire Fang:Focus Energy:Me First:Mean Look:Pursuit:Rock Climb:Thunder Fang:Uproar:Aqua Tail:Earth Power:Iron Tail:Snatch:Snore:Spite:Stealth Rock:
Krokorok,Start:Start:Start:Start:4:7:10:13:16:19:22:25:28:32:36:40:44:48:52:
552,Leer:Rage:Bite:Sand Attack:Bite:Sand Attack:Torment:Sand Tomb:Assurance:Mud-Slap:Embargo:Swagger:Crunch:Dig:Scary Face:Foul Play:Sandstorm:Earthquake:Thrash:Hone Claws:Roar:Toxic:Hidden Power:Taunt:Protect:Frustration:Earthquake:Return:Dig:Brick Break:Double Team:Sludge Bomb:Sandstorm:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Low Sweep:Round:Fling:Incinerate:Embargo:Shadow Claw:Payback:Retaliate:Stone Edge:Bulldoze:Rock Slide:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Power-Up Punch:Confide:Cut:Strength:Beat Up:Counter:Double-Edge:Fire Fang:Focus Energy:Me First:Mean Look:Pursuit:Rock Climb:Thunder Fang:Uproar:Aqua Tail:Earth Power:Iron Tail:Knock Off:Low Kick:Snatch:Snore:Spite:Stealth Rock:
Krookodile,Start:Start:Start:Start:Start:4:7:10:13:16:19:22:25:28:32:36:42:48:54:60:
553,Outrage:Leer:Rage:Bite:Sand Attack:Bite:Sand Attack:Torment:Sand Tomb:Assurance:Mud-Slap:Embargo:Swagger:Crunch:Dig:Scary Face:Foul Play:Sandstorm:Earthquake:Outrage:Hone Claws:Dragon Claw:Roar:Toxic:Bulk Up:Hidden Power:Taunt:Hyper Beam:Protect:Frustration:Smack Down:Earthquake:Return:Dig:Brick Break:Double Team:Sludge Bomb:Sandstorm:Rock Tomb:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Low Sweep:Round:Focus Blast:Fling:Incinerate:Embargo:Shadow Claw:Payback:Retaliate:Giga Impact:Stone Edge:Bulldoze:Rock Slide:Dragon Tail:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Power-Up Punch:Confide:Cut:Strength:Beat Up:Counter:Double-Edge:Fire Fang:Focus Energy:Me First:Mean Look:Pursuit:Rock Climb:Thunder Fang:Uproar:Thrash:Aqua Tail:Block:Dragon Pulse:Earth Power:Iron Tail:Knock Off:Low Kick:Snatch:Snore:Spite:Stealth Rock:Superpower:
Darumaka,Start:3:6:9:11:14:17:19:22:25:27:30:33:35:39:42:
554,Tackle:Rollout:Incinerate:Rage:Fire Fang:Headbutt:Uproar:Facade:Fire Punch:Work Up:Thrash:Belly Drum:Flare Blitz:Taunt:Superpower:Overheat:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Protect:Frustration:Solar Beam:Return:Dig:Brick Break:Double Team:Flamethrower:Fire Blast:Rock Tomb:Facade:Flame Charge:Rest:Attract:Thief:Round:Overheat:Fling:Incinerate:Will-O-Wisp:Gyro Ball:Rock Slide:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Power-Up Punch:Confide:Strength:Encore:Endure:Flame Wheel:Focus Energy:Focus Punch:Hammer Arm:Sleep Talk:Snatch:Take Down:Yawn:Endeavor:Heat Wave:Snore:Zen Headbutt:
Darmanitan,Start:Start:Start:Start:3:6:9:11:14:17:19:22:25:27:30:33:35:39:47:54:
555,Tackle:Rollout:Incinerate:Rage:Rollout:Incinerate:Rage:Fire Fang:Headbutt:Swagger:Facade:Fire Punch:Work Up:Thrash:Belly Drum:Flare Blitz:Hammer Arm:Taunt:Superpower:Overheat:Roar:Toxic:Bulk Up:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Frustration:Solar Beam:Smack Down:Earthquake:Return:Dig:Psychic:Brick Break:Double Team:Flamethrower:Fire Blast:Rock Tomb:Torment:Facade:Flame Charge:Rest:Attract:Thief:Round:Overheat:Focus Blast:Fling:Incinerate:Will-O-Wisp:Payback:Giga Impact:Stone Edge:Gyro Ball:Bulldoze:Rock Slide:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Power-Up Punch:Confide:Strength:Encore:Endure:Flame Wheel:Focus Energy:Focus Punch:Hammer Arm:Sleep Talk:Snatch:Take Down:Yawn:Uproar:Endeavor:Heat Wave:Snore:Uproar:Zen Headbutt:
Maractus,Start:Start:Start:Start:3:6:10:13:15:18:22:26:29:33:38:42:45:48:50:55:57:
556,Cotton Guard:After You:Peck:Absorb:Sweet Scent:Growth:Pin Missile:Mega Drain:Synthesis:Cotton Spore:Needle Arm:Giga Drain:Acupressure:Ingrain:Petal Dance:Sucker Punch:Sunny Day:Petal Blizzard:Solar Beam:Cotton Guard:After You:Toxic:Hidden Power:Sunny Day:Protect:Safeguard:Frustration:Solar Beam:Return:Double Team:Aerial Ace:Facade:Rest:Attract:Round:Energy Ball:Poison Jab:Grass Knot:Swagger:Sleep Talk:Substitute:Nature Power:Confide:Bounce:Bullet Seed:Grass Whistle:Grassy Terrain:Leech Seed:Seed Bomb:Spikes:Wood Hammer:Worry Seed:Drain Punch:Endeavor:Helping Hand:Hyper Voice:Knock Off:Snore:Uproar:
Dwebble,Start:5:7:11:13:17:19:23:24:29:31:35:37:41:43:
557,Fury Cutter:Rock Blast:Withdraw:Sand Attack:Feint Attack:Smack Down:Rock Polish:Bug Bite:Stealth Rock:Rock Slide:Slash:X-Scissor:Shell Smash:Flail:Rock Wrecker:Hone Claws:Toxic:Hidden Power:Protect:Frustration:Solar Beam:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Aerial Ace:Facade:Rest:Attract:Round:Shadow Claw:Rock Polish:Stone Edge:Swords Dance:Struggle Bug:Bulldoze:Rock Slide:X-Scissor:Poison Jab:Swagger:Sleep Talk:Substitute:Rock Smash:Nature Power:Confide:Cut:Strength:Block:Counter:Curse:Endure:Iron Defense:Night Slash:Rototiller:Sand Tomb:Spikes:Wide Guard:Knock Off:Snore:
Crustle,Start:Start:Start:Start:5:7:11:13:17:19:23:24:29:31:38:43:50:55:
558,Shell Smash:Rock Blast:Withdraw:Sand Attack:Rock Blast:Withdraw:Sand Attack:Feint Attack:Smack Down:Rock Polish:Bug Bite:Stealth Rock:Rock Slide:Slash:X-Scissor:Shell Smash:Flail:Rock Wrecker:Hone Claws:Toxic:Hidden Power:Hyper Beam:Protect:Frustration:Solar Beam:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Aerial Ace:Facade:Rest:Attract:Round:Shadow Claw:Giga Impact:Rock Polish:Stone Edge:Swords Dance:Struggle Bug:Bulldoze:Rock Slide:X-Scissor:Poison Jab:Swagger:Sleep Talk:Substitute:Rock Smash:Nature Power:Confide:Cut:Strength:Block:Counter:Curse:Endure:Iron Defense:Night Slash:Rototiller:Sand Tomb:Spikes:Wide Guard:Fury Cutter:Knock Off:Snore:
Scraggy,Start:Start:5:9:12:16:20:23:27:31:34:38:42:45:48:50:
559,Leer:Low Kick:Sand Attack:Feint Attack:Headbutt:Swagger:Brick Break:Payback:Chip Away:High Jump Kick:Scary Face:Crunch:Facade:Rock Climb:Focus Punch:Head Smash:Dragon Claw:Roar:Toxic:Bulk Up:Hidden Power:Sunny Day:Taunt:Protect:Rain Dance:Frustration:Smack Down:Return:Dig:Brick Break:Double Team:Sludge Bomb:Rock Tomb:Torment:Facade:Rest:Attract:Low Sweep:Round:Focus Blast:Fling:Incinerate:Payback:Retaliate:Stone Edge:Rock Slide:Dragon Tail:Poison Jab:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Power-Up Punch:Confide:Strength:Amnesia:Counter:Detect:Dragon Dance:Drain Punch:Fake Out:Feint Attack:Fire Punch:Ice Punch:Quick Guard:Thunder Punch:Zen Headbutt:Work Up:Dragon Pulse:Dual Chop:Foul Play:Iron Defense:Iron Head:Iron Tail:Knock Off:Snatch:Snore:Spite:Super Fang:
Scrafty,Start:Start:Start:Start:5:9:12:16:20:23:27:31:34:38:45:51:58:65:
560,Leer:Low Kick:Sand Attack:Feint Attack:Sand Attack:Feint Attack:Headbutt:Swagger:Brick Break:Payback:Chip Away:High Jump Kick:Scary Face:Crunch:Facade:Rock Climb:Focus Punch:Head Smash:Dragon Claw:Roar:Toxic:Bulk Up:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Smack Down:Return:Dig:Brick Break:Double Team:Sludge Bomb:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Low Sweep:Round:Focus Blast:Fling:Incinerate:Payback:Retaliate:Giga Impact:Stone Edge:Rock Slide:Dragon Tail:Poison Jab:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Power-Up Punch:Confide:Strength:Amnesia:Counter:Detect:Dragon Dance:Drain Punch:Fake Out:Feint Attack:Fire Punch:Ice Punch:Quick Guard:Thunder Punch:Zen Headbutt:Work Up:Dragon Pulse:Dual Chop:Foul Play:Iron Defense:Iron Head:Iron Tail:Knock Off:Outrage:Snatch:Snore:Spite:Super Fang:
Sigilyph,Start:Start:4:8:11:14:18:21:24:28:31:34:38:41:44:48:50:
561,Gust:Miracle Eye:Hypnosis:Psywave:Tailwind:Whirlwind:Psybeam:Air Cutter:Light Screen:Reflect:Synchronoise:Mirror Move:Gravity:Air Slash:Psychic:Cosmic Power:Sky Attack:Psyshock:Calm Mind:Toxic:Hidden Power:Ice Beam:Hyper Beam:Light Screen:Protect:Rain Dance:Roost:Safeguard:Frustration:Solar Beam:Smack Down:Return:Psychic:Shadow Ball:Double Team:Reflect:Aerial Ace:Facade:Rest:Attract:Thief:Round:Steel Wing:Energy Ball:Charge Beam:Flash:Thunder Wave:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Flash Cannon:Trick Room:Dark Pulse:Dazzling Gleam:Confide:Fly:Ancient Power:Future Sight:Psycho Shift:Roost:Skill Swap:Steel Wing:Stored Power:Telekinesis:Pluck:Heat Wave:Icy Wind:Magic Coat:Magic Room:Signal Beam:Snore:Trick:Zen Headbutt:
Yamask,Start:Start:5:9:13:17:21:25:29:33:33:37:41:45:49:
562,Astonish:Protect:Disable:Haze:Night Shade:Hex:Will-O-Wisp:Ominous Wind:Curse:Power Split:Guard Split:Shadow Ball:Grudge:Mean Look:Destiny Bond:Calm Mind:Toxic:Hidden Power:Protect:Rain Dance:Safeguard:Frustration:Return:Psychic:Shadow Ball:Double Team:Facade:Rest:Attract:Thief:Round:Energy Ball:Will-O-Wisp:Embargo:Payback:Flash:Psych Up:Infestation:Dream Eater:Swagger:Sleep Talk:Substitute:Trick Room:Dark Pulse:Confide:Ally Switch:Disable:Endure:Fake Tears:Heal Block:Imprison:Memento:Nasty Plot:Nightmare:Toxic Spikes:Telekinesis:After You:Block:Iron Defense:Knock Off:Magic Coat:Pain Split:Role Play:Skill Swap:Snatch:Snore:Spite:Trick:Wonder Room:
Cofagrigus,Start:Start:Start:Start:5:9:13:17:21:25:29:33:33:34:39:45:51:57:
563,Astonish:Protect:Disable:Haze:Disable:Haze:Night Shade:Hex:Will-O-Wisp:Ominous Wind:Curse:Power Split:Guard Split:Scary Face:Shadow Ball:Grudge:Mean Look:Destiny Bond:Calm Mind:Toxic:Hidden Power:Hyper Beam:Protect:Rain Dance:Safeguard:Frustration:Return:Psychic:Shadow Ball:Double Team:Facade:Rest:Attract:Thief:Round:Energy Ball:Will-O-Wisp:Embargo:Payback:Giga Impact:Flash:Psych Up:Infestation:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Dark Pulse:Confide:Ally Switch:Disable:Endure:Fake Tears:Heal Block:Imprison:Memento:Nasty Plot:Nightmare:Toxic Spikes:Telekinesis:After You:Block:Iron Defense:Knock Off:Magic Coat:Pain Split:Role Play:Skill Swap:Snatch:Snore:Spite:Trick:Wonder Room:
Tirtouga,Start:Start:Start:5:8:11:15:18:21:25:28:31:35:38:41:45:48:50:
564,Bide:Withdraw:Water Gun:Rollout:Bite:Protect:Aqua Jet:Ancient Power:Crunch:Wide Guard:Brine:Smack Down:Curse:Shell Smash:Aqua Tail:Rock Slide:Rain Dance:Hydro Pump:Toxic:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Round:Scald:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Strength:Waterfall:Bide:Body Slam:Flail:Guard Swap:Iron Defense:Knock Off:Rock Throw:Slam:Water Pulse:Whirlpool:Dive:Block:Earth Power:Icy Wind:Iron Tail:Snore:Stealth Rock:
Carracosta,Start:Start:Start:Start:5:8:11:15:18:21:25:28:31:35:40:45:51:56:61:
565,Bide:Withdraw:Water Gun:Rollout:Rollout:Bite:Protect:Aqua Jet:Ancient Power:Crunch:Wide Guard:Brine:Smack Down:Curse:Shell Smash:Aqua Tail:Rock Slide:Rain Dance:Hydro Pump:Toxic:Hidden Power:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Round:Focus Blast:Scald:Giga Impact:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Strength:Waterfall:Bide:Body Slam:Flail:Guard Swap:Iron Defense:Knock Off:Rock Throw:Slam:Water Pulse:Whirlpool:Dive:Block:Earth Power:Icy Wind:Iron Head:Iron Tail:Low Kick:Snore:Stealth Rock:Superpower:
Archen,Start:Start:Start:5:8:11:15:18:21:25:28:31:35:38:41:45:48:50:
566,Quick Attack:Leer:Wing Attack:Rock Throw:Double Team:Scary Face:Pluck:Ancient Power:Agility:Quick Guard:Acrobatics:Dragon Breath:Crunch:Endeavor:U-turn:Rock Slide:Dragon Claw:Thrash:Hone Claws:Dragon Claw:Roar:Toxic:Hidden Power:Taunt:Protect:Roost:Frustration:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Aerial Ace:Torment:Facade:Rest:Attract:Round:Steel Wing:Acrobatics:Shadow Claw:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Confide:Cut:Ally Switch:Bite:Defog:Dragon Pulse:Earth Power:Head Smash:Knock Off:Steel Wing:Switcheroo:Aqua Tail:Bounce:Heat Wave:Iron Defense:Iron Tail:Snore:Stealth Rock:Tailwind:Uproar:
Archeops,Start:Start:Start:Start:5:8:11:15:18:21:25:28:31:35:40:45:51:56:61:
567,Quick Attack:Leer:Wing Attack:Rock Throw:Rock Throw:Double Team:Scary Face:Pluck:Ancient Power:Agility:Quick Guard:Acrobatics:Dragon Breath:Crunch:Endeavor:U-turn:Rock Slide:Dragon Claw:Thrash:Hone Claws:Dragon Claw:Roar:Toxic:Hidden Power:Taunt:Hyper Beam:Protect:Roost:Frustration:Smack Down:Earthquake:Return:Dig:Double Team:Sandstorm:Rock Tomb:Aerial Ace:Torment:Facade:Rest:Attract:Round:Steel Wing:Focus Blast:Acrobatics:Shadow Claw:Giga Impact:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Dragon Tail:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Confide:Cut:Fly:Ally Switch:Bite:Defog:Dragon Pulse:Earth Power:Head Smash:Knock Off:Steel Wing:Switcheroo:Aqua Tail:Bounce:Heat Wave:Iron Defense:Iron Tail:Outrage:Sky Attack:Snore:Stealth Rock:Tailwind:Uproar:
Trubbish,Start:Start:3:7:12:14:18:23:23:25:29:34:36:40:42:45:47:
568,Pound:Poison Gas:Recycle:Toxic Spikes:Acid Spray:Double Slap:Sludge:Stockpile:Swallow:Take Down:Sludge Bomb:Clear Smog:Toxic:Amnesia:Belch:Gunk Shot:Explosion:Toxic:Venoshock:Hidden Power:Sunny Day:Protect:Rain Dance:Frustration:Return:Double Team:Sludge Wave:Sludge Bomb:Facade:Rest:Attract:Thief:Round:Explosion:Payback:Infestation:Swagger:Sleep Talk:Substitute:Dark Pulse:Confide:Curse:Haze:Mud Sport:Rock Blast:Rollout:Sand Attack:Self-Destruct:Spikes:Drain Punch:Giga Drain:Pain Split:Seed Bomb:Snore:Spite:
Garbodor,Start:Start:Start:Start:3:7:12:14:18:23:23:25:29:34:39:46:49:54:59:
569,Pound:Poison Gas:Recycle:Toxic Spikes:Recycle:Toxic Spikes:Acid Spray:Double Slap:Sludge:Stockpile:Swallow:Body Slam:Sludge Bomb:Clear Smog:Toxic:Amnesia:Belch:Gunk Shot:Explosion:Toxic:Venoshock:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Frustration:Solar Beam:Smack Down:Thunderbolt:Return:Psychic:Double Team:Sludge Wave:Sludge Bomb:Facade:Rest:Attract:Thief:Round:Focus Blast:Fling:Explosion:Payback:Giga Impact:Rock Polish:Infestation:Swagger:Sleep Talk:Substitute:Dark Pulse:Confide:Curse:Haze:Mud Sport:Rock Blast:Rollout:Sand Attack:Self-Destruct:Spikes:Take Down:Drain Punch:Giga Drain:Pain Split:Seed Bomb:Snore:Spite:
Zorua,Start:Start:5:9:13:17:21:25:29:33:37:41:45:49:53:57:
570,Scratch:Leer:Pursuit:Fake Tears:Fury Swipes:Feint Attack:Scary Face:Taunt:Foul Play:Torment:Agility:Embargo:Punishment:Nasty Plot:Imprison:Night Daze:Hone Claws:Calm Mind:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Fling:Incinerate:Embargo:Payback:Retaliate:Swords Dance:Psych Up:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Snarl:Dark Pulse:Confide:Cut:Captivate:Copycat:Counter:Dark Pulse:Detect:Extrasensory:Memento:Snatch:Sucker Punch:Bounce:Covet:Hyper Voice:Knock Off:Snore:Spite:Trick:Uproar:
Zoroark,Start:Start:Start:Start:Start:Start:Start:5:9:13:17:21:25:29:30:34:39:44:49:54:59:64:
571,Night Daze:Imprison:U-turn:Scratch:Leer:Pursuit:Hone Claws:Pursuit:Hone Claws:Fury Swipes:Feint Attack:Scary Face:Taunt:Foul Play:Night Slash:Torment:Agility:Embargo:Punishment:Nasty Plot:Imprison:Night Daze:Hone Claws:Calm Mind:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Flamethrower:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Low Sweep:Round:Focus Blast:Fling:Incinerate:Embargo:Shadow Claw:Payback:Retaliate:Giga Impact:Swords Dance:Psych Up:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Snarl:Dark Pulse:Confide:Cut:Captivate:Copycat:Counter:Dark Pulse:Detect:Extrasensory:Memento:Snatch:Sucker Punch:Fake Tears:Bounce:Covet:Hyper Voice:Knock Off:Low Kick:Snore:Spite:Trick:Uproar:
Minccino,Start:3:7:9:13:15:19:21:25:27:31:33:37:39:43:45:49:
572,Pound:Baby-Doll Eyes:Helping Hand:Tickle:Double Slap:Encore:Swift:Sing:Tail Slap:Charm:Wake-Up Slap:Echoed Voice:Slam:Captivate:Hyper Voice:Last Resort:After You:Calm Mind:Toxic:Hidden Power:Sunny Day:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Return:Dig:Double Team:Facade:Rest:Attract:Thief:Round:Echoed Voice:Fling:Retaliate:Thunder Wave:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Dazzling Gleam:Confide:Aqua Tail:Endure:Fake Tears:Flail:Iron Tail:Knock Off:Mud-Slap:Sleep Talk:Tail Whip:Growl:Work Up:Covet:Gunk Shot:Seed Bomb:Snore:Uproar:
Cinccino,Start:Start:Start:Start:Start:Start:
573,Bullet Seed:Rock Blast:Helping Hand:Tickle:Sing:Tail Slap:Calm Mind:Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Thunder:Return:Dig:Double Team:Facade:Rest:Attract:Thief:Round:Echoed Voice:Focus Blast:Fling:Retaliate:Giga Impact:Thunder Wave:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Dazzling Gleam:Confide:Aqua Tail:Endure:Fake Tears:Flail:Iron Tail:Knock Off:Mud-Slap:Sleep Talk:Tail Whip:Pound:Baby-doll Eyes:Double Slap:Encore:Swift:Charm:Wake-up Slap:Echoed Voice:Slam:Captivate:Hyper Voice:Last Resort:After You:Work Up:After You:Covet:Gunk Shot:Hyper Voice:Last Resort:Seed Bomb:Snore:Uproar:
Gothita,Start:3:7:8:10:14:16:19:24:25:28:31:33:37:40:46:48:
574,Pound:Confusion:Tickle:Play Nice:Fake Tears:Double Slap:Psybeam:Embargo:Feint Attack:Psyshock:Flatter:Future Sight:Heal Block:Psychic:Telekinesis:Charm:Magic Room:Psyshock:Calm Mind:Toxic:Hidden Power:Taunt:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Return:Psychic:Shadow Ball:Double Team:Reflect:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Round:Energy Ball:Fling:Charge Beam:Embargo:Payback:Flash:Thunder Wave:Psych Up:Rock Slide:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Confide:Captivate:Dark Pulse:Heal Pulse:Mean Look:Miracle Eye:Mirror Coat:Uproar:Covet:Foul Play:Gravity:Heal Bell:Helping Hand:Magic Coat:Recycle:Role Play:Signal Beam:Skill Swap:Snatch:Snore:Trick:Zen Headbutt:
Gothorita,Start:Start:Start:Start:3:7:10:14:16:19:24:25:28:31:34:39:43:50:53:
575,Pound:Confusion:Tickle:Play Nice:Confusion:Tickle:Fake Tears:Double Slap:Psybeam:Embargo:Feint Attack:Psyshock:Flatter:Future Sight:Heal Block:Psychic:Telekinesis:Charm:Magic Room:Psyshock:Calm Mind:Toxic:Hidden Power:Taunt:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Return:Psychic:Shadow Ball:Double Team:Reflect:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Round:Energy Ball:Fling:Charge Beam:Embargo:Payback:Flash:Thunder Wave:Psych Up:Rock Slide:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Confide:Captivate:Dark Pulse:Heal Pulse:Mean Look:Miracle Eye:Mirror Coat:Uproar:Covet:Foul Play:Gravity:Heal Bell:Helping Hand:Magic Coat:Recycle:Role Play:Signal Beam:Skill Swap:Snatch:Snore:Trick:Zen Headbutt:
Gothitelle,Start:Start:Start:Start:3:7:10:14:16:19:24:25:28:31:34:39:45:54:59:
576,Pound:Confusion:Tickle:Play Nice:Confusion:Tickle:Fake Tears:Double Slap:Psybeam:Embargo:Feint Attack:Psyshock:Flatter:Future Sight:Heal Block:Psychic:Telekinesis:Charm:Magic Room:Psyshock:Calm Mind:Toxic:Hidden Power:Taunt:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Return:Psychic:Shadow Ball:Brick Break:Double Team:Reflect:Rock Tomb:Torment:Facade:Rest:Attract:Thief:Low Sweep:Round:Energy Ball:Fling:Charge Beam:Embargo:Payback:Giga Impact:Flash:Thunder Wave:Psych Up:Rock Slide:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Power-Up Punch:Confide:Captivate:Dark Pulse:Heal Pulse:Mean Look:Miracle Eye:Mirror Coat:Uproar:Covet:Foul Play:Gravity:Heal Bell:Helping Hand:Magic Coat:Recycle:Role Play:Signal Beam:Skill Swap:Snatch:Snore:Trick:Zen Headbutt:
Solosis,Start:3:7:10:14:16:19:24:25:28:31:33:37:40:46:48:
577,Psywave:Reflect:Rollout:Snatch:Hidden Power:Light Screen:Charm:Recover:Psyshock:Endeavor:Future Sight:Pain Split:Psychic:Skill Swap:Heal Block:Wonder Room:Psyshock:Calm Mind:Toxic:Hidden Power:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunder:Return:Psychic:Shadow Ball:Double Team:Reflect:Rock Tomb:Facade:Rest:Attract:Round:Energy Ball:Embargo:Explosion:Flash:Thunder Wave:Gyro Ball:Psych Up:Rock Slide:Infestation:Dream Eater:Swagger:Sleep Talk:Substitute:Flash Cannon:Trick Room:Confide:Acid Armor:Astonish:Confuse Ray:Helping Hand:Imprison:Night Shade:Secret Power:Trick:Telekinesis:After You:Gravity:Magic Coat:Role Play:Signal Beam:Snore:Zen Headbutt:
Duosion,Start:Start:Start:Start:3:7:10:14:16:19:24:25:28:31:34:39:43:50:53:
